Time (h),Temperature1 (degC), Temperature2 (degC), Temperature3 (degC), Temperature4 (degC), Temperature5 (degC), Temperature6 (degC), Temperature7 (degC), Temperature8 (degC), Temperature9 (degC), Temperature10 (degC), Temperature11 (degC), Temperature12 (degC), Temperature13 (degC), 
1155,21.871999338953344,22.537575363701194,24.4650581186483,23.925344065666593,24.51390118403816,24.160039807308976,22.058822362161493,21.644291992863828,24.56519870774804,25.340786729746583,25.41801509678436,26.150239397312475,22.60789944007945,22.697775835809125
1156,21.876390463377845,22.541988924044233,24.469431509160984,23.930103783811376,24.51843219434471,24.164791507362793,22.06387165989986,21.64785431968579,24.56638426675852,25.34531031569668,25.42245627711776,26.154695917454717,22.612594066515555,22.702367611911257
1157,21.880592811077634,22.546240445968124,24.47359786108194,23.934646211956476,24.522757874266347,24.16932126139875,22.068724704672434,21.65142960594909,24.56753014209204,25.34963213107983,25.42670224994538,26.15895686074964,22.617109616548873,22.70678104678018
1158,21.88403217133805,22.54983704987353,24.47692741574855,23.9383104092679,24.526253661070655,24.172953966160833,22.072784544943772,21.655057270973714,24.568515626110866,25.353138441223223,25.430159243754815,26.162427332241975,22.620901385373713,22.710473671808813
1159,21.88747153159835,22.553433653779052,24.480256970415155,23.941974606579265,24.529749447874963,24.176586670922973,22.07684438521511,21.658684935998338,24.569501110129693,25.35664475136656,25.43361623756425,26.165897803734367,22.624693154198496,22.71416629683739
1160,21.890910891858766,22.557030257684517,24.483586525081762,23.945638803890688,24.533245234679327,24.180219375685056,22.080904225486506,21.662312601022904,24.57048659414852,25.360151061509953,25.437073231373688,26.16936827522676,22.62848492302328,22.717858921866025
1161,21.894350252119125,22.56062686158998,24.486916079748426,23.949303001202054,24.536741021483692,24.183852080447252,22.084964065757845,21.665940266047528,24.571472078167403,25.36365737165329,25.440530225183124,26.17283874671915,22.632276691848062,22.72155154689466
1162,21.89778961237954,22.564223465495445,24.49024563441509,23.952967198513477,24.540236808288,24.187484785209335,22.08902390602924,21.669567931072095,24.57245756218623,25.367163681796683,25.44398721899256,26.176309218211486,22.636068460672902,22.725244171923237
1163,21.9012289726399,22.56782006940091,24.493575189081696,23.9566313958249,24.543732595092365,24.191117489971475,22.09308374630058,21.673195596096775,24.573443046205057,25.37066999194002,25.447444212801997,26.179779689703878,22.639860229497742,22.728936796951814
1164,21.904668332900258,22.571416673306373,24.496904743748303,23.960295593136266,24.547228381896673,24.194750194733615,22.097143586571974,21.676823261121342,24.574428530223884,25.374176302083413,25.450901206611434,26.18325016119627,22.643651998322525,22.732629421980448
1165,21.908107693160673,22.575013277211895,24.50023429841491,23.96395979044769,24.550724168701038,24.198382899495755,22.101203426843313,21.680450926145966,24.57541401424271,25.37768261222675,25.454358200420927,26.186720632688605,22.64744376714731,22.736322047009082
1166,21.91154705342103,22.57860988111736,24.503563853081573,23.967623987759055,24.554219955505346,24.202015604257838,22.105263267114708,21.684078591170532,24.576399498261537,25.381188922370086,25.457815194230363,26.190191104180997,22.65123553597209,22.740014672037717
1167,21.91498641368139,22.582206485022823,24.50689340774818,23.971288185070478,24.55771574230971,24.205648309019978,22.10932310738599,21.687706256195213,24.57738498228042,25.38469523251348,25.4612721880398,26.19366157567339,22.65502730479693,22.743707297066294
1168,21.91842577394175,22.585803088928287,24.510222962414787,23.974952382381844,24.561211529114075,24.209281013782117,22.113382947657385,21.69133392121978,24.578370466299248,25.388201542656816,25.464729181849236,26.19713204716578,22.65881907362177,22.747399922094928
1169,21.921865134202164,22.58939969283375,24.513552517081393,23.978616579693266,24.564707315918383,24.2129137185442,22.117442787928724,21.694961586244403,24.579355950318075,25.391707852800153,25.468186175658673,26.200602518658116,22.662610842446554,22.751092547123505
1170,21.925304494462523,22.592996296739216,24.516882071748057,23.98228077700469,24.56820310272269,24.21654642330634,22.12150262820012,21.698589251269027,24.5803414343369,25.395214162943546,25.47164316946811,26.204072990150507,22.666402611271337,22.75478517215214
1171,21.92874385472288,22.59659290064468,24.52021162641472,23.985944974316055,24.571698889527056,24.22017912806848,22.125562468471458,21.70221691629365,24.581326918355728,25.398720473086883,25.475100163277546,26.2075434616429,22.67019438009612,22.758477797180717
1172,21.932183214983297,22.6001895045502,24.523541181081328,23.989609171627478,24.57519467633142,24.22381183283062,22.129622308742796,21.705844581318217,24.582312402374555,25.402226783230276,25.478557157086982,26.211013933135234,22.67398614892096,22.76217042220935
1173,21.935622575243656,22.60378610845561,24.526870735747934,23.993273368938844,24.578690463135786,24.227444537592703,22.13368214901419,21.70947224634284,24.58329788639344,25.405733093373613,25.48201415089642,26.214484404627626,22.677777917745743,22.765863047237985
1174,21.939061935504014,22.607382712361073,24.53020029041454,23.996937566250267,24.582186249940094,24.231077242354843,22.13774198928553,21.713099911367465,24.584283370412265,25.409239403517006,25.48547114470591,26.217954876120018,22.681569686570583,22.769555672266563
1175,21.94250129576443,22.610979316266594,24.533529845081205,24.000601763561633,24.5856820367444,24.234709947116983,22.141801829556925,21.71672757639209,24.585268854431092,25.4127457136604,25.488928138515348,26.22142534761241,22.685361455395366,22.77324829729514
1176,21.94594065602479,22.614575920172058,24.53685939974781,24.004265960873056,24.589177823548766,24.238342651879123,22.145861669828264,21.720355241416655,24.58625433844992,25.416252023803736,25.492385132324785,26.224895819104802,22.68915322422015,22.776940922323774
1177,21.949380016285147,22.618172524077522,24.54018895441442,24.007930158184422,24.592673610353074,24.241975356641206,22.14992151009966,21.72398290644128,24.587239822468746,25.419758333947073,25.49584212613422,26.228366290597194,22.69294499304499,22.78063354735241
1178,21.952819376545506,22.621769127982986,24.543518509081025,24.011594355495845,24.59616939715744,24.245608061403345,22.153981350370998,21.727610571465902,24.588225306487573,25.423264644090466,25.499299119943657,26.23183676208953,22.696736761869772,22.784326172381043
1179,21.95625873680592,22.62536573188845,24.54684806374769,24.015258552807268,24.599665183961804,24.249240766165485,22.158041190642336,21.73123823649047,24.589210790506456,25.42677095423386,25.502756113753094,26.23530723358192,22.700528530694612,22.78801879740962
1180,21.95969809706628,22.628962335793915,24.550177618414352,24.018922750118634,24.603160970766112,24.252873470927625,22.162101030913675,21.734865901515093,24.590196274525283,25.430277264377196,25.50621310756253,26.238777705074313,22.704320299519395,22.791711422438198
1181,21.96313745732664,22.63255893969938,24.55350717308096,24.022586947430057,24.606656757570477,24.256506175689708,22.16616087118507,21.738493566539717,24.59118175854411,25.433783574520533,25.509670101371967,26.242248176566704,22.708112068344178,22.795404047466832
